用户名,评论时间,IP属地,点赞数量,评论内容
大唯? Dora,2023.01.15,未知,0,我只有在跟团住廉价酒店的的时候会遇见这些[笑哭R]，正常自己出去住酒店都很干净的
受伤的考拉,2023.01.14,未知,0,一般出远门带孩子的时候几乎啥啥都会准备一次性便携式小型的物品，像搬个小家，
IiiiiiiisYee?,2023.01.14,未知,26,其他不说因为我也会注意，但是洗发水沐浴露那些真的能保证每次都能带去吗？吹风机也是
只想摆烂,2023.01.14,未知,1,@立刻有
?,2023.01.14,未知,0,@DAN T 上课
S.W.,2023.01.14,未知,0,所以我出门只选择大牌酒店 就不会出现这种问题
?一一,2023.01.14,未知,1,浴缸我都先洗手液清洗在用酒精喷到水流状态静止后在用清水冲
风也温柔,2023.01.14,未知,1,有一次夏天停电，我们出去住宾馆，我都带着床单被套套上，回来就全部洗掉
樱谷绘.,2023.01.13,未知,0,@坤灵
我的白大褂,2023.01.13,未知,3,其实说实话，所谓什么细菌不细菌，消毒没消毒，真的有什么影响吗，坐别人坐过的马桶，用别人用过的杯子，睡别人睡过的床，被子。枕头。实际呢？其实根本不会对人造成什么影响，[笑哭R]又不像鞋子那种，会传染真菌，感染脚气[笑哭R]
榴莲味的,2023.01.13,未知,0,@Blaza
?熊熊熊猫囡,2023.01.13,未知,1,悄咪咪告诉你，以前客房夜班就是在套洗回来的一次性拖鞋[偷笑R][偷笑R]
无恙。,2023.01.13,未知,0,@来日方苌.
JJ,2023.01.13,未知,51,我一般都是找个替身代替我去的
银河有迹可循babe,2023.01.13,未知,0,@着迷于你眼睛
不爱吃香菜?,2023.01.12,未知,0,用一次性拖鞋怎么洗澡[哭惹R]
小刘不是小niu,2023.01.12,未知,0,@冰美式不加冰 宝宝可以买个泡澡袋
小王吃不饱,2023.01.12,未知,1,@小茹的马菜 懂？
你珍哦?,2023.01.12,未知,0,[笑哭R][笑哭R][笑哭R]原来有洁癖的人还是占少数
白日梦想家,2023.01.12,未知,0,@是老Y不是老外
鱼丸串串,2023.01.12,未知,0,@小红薯61194059
小红薯5ED8703C,2023.01.12,未知,2,其实……我觉得吧，有些事太较真就没意思了，毕竟有些事大家都知道了去注意，但是我们在第二层人家在大气层?不是说让大家不注意，只是有些事真的防不胜防，具体还是看个人吧
馬駿淏,2023.01.12,未知,0,@Y.
贾纯洁,2023.01.12,未知,1,热水我都是烧水壶把水烧热之后 把矿泉水瓶放进去加热
沧浪待钓竿,2023.01.12,未知,1,马桶的圈圈一般淋浴喷头对水都能够得到，上厕所之前热水冲冲就行[偷笑R]也不冰了
平安喜乐,2023.01.12,未知,0,洗发水别用，用了头痒[捂脸R]
快乐小烊.,2023.01.12,未知,1,烧水壶完全不建议，因为你不知道上一个人有没有用它来煮衣物[doge]
吃黑白熊填充棉,2023.01.12,未知,0,一次性拖鞋不防滑。昨天晚上洗完澡，我直接摔地上，肋骨磕到马桶上。[哭惹R]
小脑袋大眼睛,2023.01.12,未知,0,@不要再摆烂了
小葫芦麻麻,2023.01.12,未知,0,我全都自己带   烧水壶吹风机牙膏一次性床单被套[笑哭R]
奶油派,2023.01.12,未知,0,酒店的拖鞋不是一次性的，不要太天真[笑哭R]
喵呜小喵,2023.01.12,未知,1,@嗷呜小汪
普通法学生,2023.01.12,未知,0,@世界上没有巴斯光年
德玛西亚,2023.01.11,未知,0,酒店的浴缸再怎么也比澡堂的大池子干净
茜茜公主的日记,2023.01.11,未知,0,这就是我不喜欢出去住酒店的原因，出去玩也都是当天去当天回
。。。,2023.01.11,未知,0,@徐旖浠
Celery?,2023.01.11,未知,0,看评论发现是我有洁癖吗，大家好像都无所谓[笑哭R]
早安,2023.01.11,未知,0,@那就早安吧
七淇,2023.01.11,未知,1,@Axls.
小孩跑掉啦,2023.01.11,未知,0,@Hong 我用了吹风机[哭惹R]
别在这理发店,2023.01.11,未知,1,@。
.,2023.01.11,未知,1,其实一次性拖鞋只是你以为的一次性  有些会洗了然后再重新装起来用
Sara,2023.01.11,未知,0,@秋刀鱼
Fool simple,2023.01.11,未知,0,@哈哈
等着入住啦,2023.01.11,未知,0,拖鞋真别用，我出差住几天就得脚气了
洪荒少女~,2023.01.11,未知,0,我出去旅游，必须得带着自己的床单，被罩，毛巾，水杯
火鸡味的锅巴,2023.01.11,未知,0,我就好奇你去桑拿怎么办？淋浴？
无情的配货机器,2023.01.11,未知,0,泡澡袋是真的神器
七年,2023.01.11,未知,0,我的行李箱装不下这么多东西[偷笑R]
momo,2023.01.11,未知,0,srds，住酒店不就是为了方便吗
不吃花生,2023.01.11,未知,1,@Flash. 翻到了！
我看谁不爱睡觉,2023.01.11,未知,0,呃呃你猜我为什么住酒店[飞吻R]
IRIS?,2023.01.11,未知,0,我真的好讨厌我老公硬要用酒店的毛巾
还是喜欢短发的我,2023.01.11,未知,1,我是真心不喜欢住酒店的，不过有时要外出没办法
momo,2023.01.11,未知,1,@Jalen Green.jc
momo,2023.01.11,未知,0,所以我去住个酒店还要大包小包的吗？[笑哭R]本来就是图省事图舒适这下好了更麻烦了
光脚走在下雨天,2023.01.11,未知,0,@子轩
多饭,2023.01.11,未知,0,@Chen greatly
辣手摧花的疯批大美人?,2023.01.11,未知,0,水烧开把矿泉水放进去，就可以喝热水了，我每次这么干，然后我会带酒店隔脏睡袋，
朴彩英的绯闻男友,2023.01.11,未知,0,酒店住好一点的，基本房间里面都配置一次性，消费就是高一点[偷笑R]
?,2023.01.11,未知,1,人家也是好心提醒，这评论区...[汗颜R]
噗噗噗咚,2023.01.11,未知,0,@一笙
Zero,2023.01.11,未知,0,那还是别住酒店了，去哪买套房子就安心了。制造这些焦虑有意思吗？
charon,2023.01.10,未知,0,@Eliauk
一只蜗蜗牛哦～,2023.01.10,未知,1,酒店的浴巾，浴缸，水杯，烧水壶真的别用。拖鞋用开水冲一两分钟再穿。浴巾我最多用来擦头发擦手，因为你不知道少一个人用来干嘛了
?竹漓影墨?,2023.01.10,未知,0,我用，现在还活得好好的，那么矫情别出门。
听见风铃,2023.01.10,未知,1,看到吹风机那条 我愣了一下
纠结的天才,2023.01.10,未知,0,虽然，但是[微笑R]
蚊子包,2023.01.10,未知,0,@参肆五
青天大老爷,2023.01.10,未知,0,"国外很多五星酒店洗护都是宝格丽,最次也是pola,资生堂。国内除了宝格丽酒店，你就别想了"
求你成全我跟成钢哥吧?,2023.01.10,未知,0,你要么在家 要么就去住那种5000?的酒店
小呵呵呵哒,2023.01.10,未知,2,这有啥好说的全自带就完了
猫荣maple视觉,2023.01.10,未知,0,用了死不了的，放心
用户已注销,2023.01.10,未知,0,看完啥都不能用了
momo,2023.01.10,未知,2,@被旋掉超大鸡腿の大冤种
hh喉结,2023.01.10,未知,0,@Kuzo
Healer,2023.01.10,未知,1,那个洗发水沐浴露只是大桶，我家用的比我们自己用的小瓶装都贵[笑哭R]
=00=,2023.01.10,未知,0,@Nikki
烂枣?,2023.01.10,未知,1,@1啊1
jayne,2023.01.10,未知,1,@好きです
.,2023.01.10,未知,0,@鹭T、
三羊,2023.01.10,未知,1,马桶、浴缸这种光滑的表面是不适合细菌生存的，只要没有潮湿、破损，没有肉眼可见的脏东西就能直接使用，不放心自己擦一下就行
小胖脸儿,2023.01.10,未知,2,其他我都同意，吹风机是个什么鬼
锕豪,2023.01.10,未知,1,烧俩次也不要用谁知道什么放过里面
Terrific行者,2023.01.10,未知,0,这样就叫穷矫情 那还出门住酒店干什么 在马路上睡最安全
我,2023.01.10,未知,0,@和我
ono,2023.01.10,未知,0,@贝吉塔
文与可.,2023.01.10,未知,0,@TJ
落在人间的艺术家,2023.01.10,未知,1,搞笑！直接把家搬过去住，不见得家里能比酒店好多少
Young,2023.01.10,未知,23,对于经常出差住酒店来说，前面几点都是很有道理的，拖鞋我都穿一次性的，浴巾我从不用，除非也是有一次性的，水杯开水壶更不用说，酒店一般会供水，洗护用品将就用吧，或者可以带瓶小的洗发水，沐浴露可以用下酒店的。吹风机的话，还好
睡得着才怪,2023.01.10,未知,0,我最讨厌酒店那个一次性的拖鞋了，不好穿就算了只住一两晚可以接受，但是不防水还不防滑，我上次在厕所摔了个狗吃屎，背撞在马桶上疼了十天半个月
pongpong,2023.01.10,未知,3,酒店管理专业：茶杯，烧水壶，不是一次性的浴巾毛巾别用，其他都还行
XxxY,2023.01.10,未知,0,@H
Crazydiamond,2023.01.10,未知,0,@ggggg
皖北克里斯,2023.01.10,未知,1,有一次住酒店，水壶里面还有尿[失望R]
麋鹿小桃,2023.01.10,未知,0,我觉得酒店的吹风机唯一的问题就是贼难用[笑哭R]
我本自具足,2023.01.10,未知,0,@小塬变方
momo,2023.01.10,未知,0,就，挺多此一举的
。。,2023.01.10,未知,0,我都住酒店了，还讲究什么
SKY,2023.01.10,未知,1,楼主这个吹风机的话题就是在博流量的，我提醒大家的同时也被薅羊毛了[黄金薯R]
木,2023.01.10,未知,0,热水壶烧一百遍也不敢
今天乖不乖.,2023.01.10,未知,1,我之前在酒店实习（五星级），然后他们的一次性拖鞋是二次利用的 客人穿完之后 （穿着痕迹不明显）他会拿去洗 完了之后套上袋子继续给客人使用[哭惹R]
稔＆默,2023.01.10,未知,1,这吹风机很鸡肋
王榕彬,2023.01.10,未知,1,搞那么多 还住酒店干嘛
双眼皮,2023.01.10,未知,1,烧水壶不能用是真，很多人住酒店喜欢在里面放内裤烧开消毒
仰泳的鱼,2023.01.10,未知,10,说实话除了塑料拖鞋别用，浴巾别擦私处身体，其他没事，别问我怎么知道的因为我家开酒店的[捂脸R]
十九岁阵痛,2023.01.10,未知,0,@愛赢万难
M.,2023.01.10,未知,0,[哭惹R][哭惹R]我是能不住酒店就不住
嘴巴很大但是又很严的猫咪,2023.01.10,未知,27,毛巾和沐浴露是真的完全不推荐用，因为我个人就是会把毛巾当擦脚布用[笑哭R]
远方,2023.01.10,未知,1,真没必要，住酒店本来就是为了方便[笑哭R]
Casual,2023.01.10,未知,0,@睡觉大王小李
摸摸我的小肚腩,2023.01.10,未知,0,你别活了
翔哥的眉毛分给哈宝?,2023.01.10,未知,0,吹风机我是真受不了？那玩应儿有啥不能用的
繁星,2023.01.10,未知,0,自己再背个行军床
十一二三四五,2023.01.10,未知,0,@W 知道了不酒店毛巾也不行
晓十一,2023.01.10,未知,0,干脆人变真空的 啥也不要接触得了
一二布布,2023.01.10,未知,0,吹风机真的是没想到 下次不用了
裸辞主播向辰远,2023.01.10,未知,0,本来住酒店就是为了方便，带的东西太多了，出门就更不方便了
溜溜梅,2023.01.10,未知,1,吹风机这个让我想到生活大爆炸里Sheldon说从来不用干手机因为都是细菌，Penny还说我以为那个是消毒的[笑哭R]
溜溜梅,2023.01.10,未知,0,吹风机这个让我想到生活大爆炸里Sheldon说从来不用干手机因为都是细菌，Penny还说我以为那个是消毒的[笑哭R]
炽,2023.01.10,未知,1,我的评价是：不如不住 睡大街搭个帐篷算了
星瞳,2023.01.10,未知,0,跟朋友旅游住酒店，她用洗脸池蓄水泡内裤[石化R][石化R]我这个惊呆了[汗颜R]
闪现吃早饭,2023.01.10,未知,1,@林糖林卡
二五仔,2023.01.10,未知,0,你要是天天出差就不会这么麻烦了，习惯了就看的搞了
漢青,2023.01.10,未知,25,住个店，这么麻烦！直接扎帐篷省钱、省心，睡个安稳觉
看过呀,2023.01.10,未知,1,住个好点的酒店 少操可多心[失望R]
薅住虎子,2023.01.10,未知,1,我住个酒店啥都自己带，那我还住来干嘛呢
吃饱不长胖,2023.01.10,未知,0,@源源吃饱长不胖
十二,2023.01.10,未知,0,@十二的? 泡澡的
唔西迪西,2023.01.10,未知,1,为什么有人觉得酒店就会干净[笑哭R]我去兼职在三亚最高级的一个酒店有的好几万一晚，虽然酒店规定抹布分类但扫卫生的都是用擦马桶的抹布擦杯子，反正经理查房看到干净就好了[笑哭R]
心之所向,2023.01.10,未知,22,别住了，真的，看你住个酒店比住家里还麻烦
富甲一方,2023.01.10,未知,3,入口的杯，擦脸的毛巾，擦pp的毛巾，最好自己带。带一次性毛巾就可以啦。如果怕有脚气，就自己带一个塑料拖鞋。剩下都不用带，即使你不穿睡衣睡也没关系，穿内裤就好啦…因为在没有伤口的情况下，我们的皮肤有基本的保护能力……有伤口另说啊！吹风机就更不用带了吧……
啊鱼仔,2023.01.10,未知,2,真是牛逼，发这种东西，住个酒店还要带个行李箱，行李箱里面把家里的东西都装过来了
Qiqiqiqi,2023.01.10,未知,0,@Bin
清.,2023.01.10,未知,0,@清清
Halley,2023.01.10,未知,0,@璇玑不甜
0,2023.01.10,未知,0,@00
宝贝虹,2023.01.10,未知,2,说真的，什么都怕你在家呆着就好了，住个酒店还要自己什么都带？我出钱找罪受[汗颜R]
小木的旅行日记,2023.01.10,未知,1,住贵的就没那么多事儿了
啊澎啊,2023.01.10,未知,2,其实包装拖鞋的作用是套住jiojio再穿酒店的鞋子，不然真的很滑很滑，而且很薄踩在地上冻脚。
什么时候88斤,2023.01.10,未知,1,@旭日 ！
羊咩咩,2023.01.10,未知,0,我觉得很奇怪，为什么陶瓷的浴缸会觉得不干净，或者这种陶瓷的杯子，表面那么光滑
?,2023.01.10,未知,0,@么么怪
冬冬的猫,2023.01.10,未知,30,你这种人出过几次家门都值得怀疑
阿媛是个法学牲,2023.01.10,未知,0,@焦耳冷 [哭惹R]
云与海的月,2023.01.10,未知,3,咋都是男的，男的确实很省事，这玩意应该是给女生看的，女的生理构造导致容易生病。还有拖鞋这玩意，我爸几次染脚气都是因为住酒店穿他那个破拖鞋[笑哭R][笑哭R][笑哭R]本来就不干净是真的，我外婆就是搞这个的，懂得都懂[doge]
一只白月影多肉,2023.01.10,未知,1,@从春分开始的恋爱日记
愛麗絲,2023.01.10,未知,0,你要不要就待在家裡就好
小明同学,2023.01.10,未知,0,请问如何私信你
一粒牛筋丸,2023.01.10,未知,0,酒店热水壶不要用，我做过客房服务员的，因为你不知道上一位客人在水壶煮过什么，还有口杯也不要用，服务员不会消毒的，只用清水洗一下而已，要用之前自己拿点消毒粉洗过在用。
再吃亿点点,2023.01.10,未知,0,@心李?心涵
用户已注销,2023.01.09,未知,0,不建议 住酒店，躺家里 放心睡
苏打水,2023.01.09,未知,1,教大家一个在酒店喝热水的方法，自己带一个塑料杯子，把酒店送的矿泉水倒进去，然后再用酒店的热水壶烧一壶开水，再把装了矿泉水的塑料杯放进热水壶像热牛奶那样热[偷笑R]
坨坨,2023.01.09,未知,0,@GT
御剑追风十七,2023.01.09,未知,0,@小猫峪 泡个澡看看
狄更斯是漫画吗,2023.01.09,未知,1,@爱gh的无论涵
。,2023.01.09,未知,0,你猜为什么要住酒店[笑哭R]
想入住汤臣一品,2023.01.09,未知,0,@KKKKKK
YuanYuan,2023.01.09,未知,0,@金小黑 对你失望
用户已注销,2023.01.09,未知,1,其它都可避免，吹风不行，谁出门还携带吹风啊
无语的可乐,2023.01.09,未知,0,@爱尔兰
YikB,2023.01.09,未知,0,@小宝.
爱放屁的熊,2023.01.09,未知,0,@我是谁的宝宝呀 [害羞R]
yuu,2023.01.09,未知,1,@爱吃鱼的高高 ～
蓝白色玫瑰,2023.01.09,未知,0,@小新没蜡笔
臭美公主,2023.01.09,未知,0,@Ran
迷糊,2023.01.09,未知,0,@小明
yaoyao,2023.01.09,未知,1,@小王爱小瑶?
stanley,2023.01.09,未知,2,吹风机不理解，就算吹鞋有影响吗？你吹头发是用浴室的空气
去死吧，贱人,2023.01.09,未知,0,一次性拖鞋几次在酒店出了浴室滑的摔倒在地上，那个疼啊
小红薯608A08C1,2023.01.09,未知,1,我帮我妈妈去做客房的时候，有些客房床上有血，然后拿茶杯、口杯、漱口杯来装烟灰，太恶心了！
我的故事你想听吗,2023.01.09,未知,0,可以把一次性拖鞋，穿着踩在塑料拖鞋上，很有用
冰糖葫芦,2023.01.09,未知,0,@流川枫 笑死，根本不穿鞋[吐舌头H]
梦梦奈,2023.01.09,未知,1,@例外
性感霸王龙?,2023.01.09,未知,0,@罐装冰块
我的世界太空人,2023.01.09,未知,0,去五星酒店吧，省事
佩儿,2023.01.09,未知,0,现在有一次性毛巾带着也方便  一颗小小的塞进包里又不占地方
江江将讲：锵锵！,2023.01.09,未知,0,完犊子，我前几天在酒店才果睡过
小瑾真的帅,2023.01.09,未知,0,@苏格拉没有底 吹风机我觉得没关系[飞吻R]
燕子,2023.01.09,未知,0,我好奇的是，如果每个人都觉得那些东西很脏，都不用，那反而是不是还算干净呢[微笑R]
Lime,2023.01.09,未知,0,@梦殇璃
Abc?,2023.01.09,未知,0,你带个家出去吧
灯火阑珊,2023.01.09,未知,1,你猜我为什么去酒店？
十一,2023.01.09,未知,0,毛巾別擦脸跟羞羞処就好
四有青年,2023.01.09,未知,0,@公主的纪实录
啊呀是崽崽呐,2023.01.09,未知,1,@时光
许随,2023.01.09,未知,0,@尼克杰先生
里则林,2023.01.09,未知,0,@哈哈哈哈哈
